Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
250,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,34.0,1990,18,18,1620,18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.8,0.00,0.04,0,1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,511,692,73.8,13868,10136,0,0.8,0.5,-0.8,2,18,1,0,1,568,123,49,3,2,0,0,0,0,0,0,511,1,1,1,0,0,2,50.0,1,0,0,0,0,1,8,0,7,0.39,5,2,0,0,0,0,0,0.00,749,615,738,12,0,0,749,0,0,,0,,444,1927,1106,0,0,0,0,0,389,0,0,0,0,0,4,0,0,0,1,0,0,0,36,5,0,100.0,35,1.94,91,55,63.7,4,5,9,2,11.1,4,2,2,0,37.6,0.39,+3.6,+0.20,89,253,35.2,617,90,34.4,33.8,264,9,3.4,18,1.00,14.8
251,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,25.0,1999,21,11,1066,11.8,2,1,3,2,0,0,4,0,2.5,2.5,1.1,3.6,0.25,0.31,19,27,59,20,10,50.0,1.69,0.84,0.10,0.20,12.7,0,0,0,2.5,2.5,0.13,-0.5,-0.5,270,399,67.7,3888,1040,1,1.1,1.1,-0.1,14,15,11,1,27,372,21,2,5,0,6,4,1,0,0,0,270,28,17,6,15,7,30,33.3,20,27,7,20,11,39,14,1,28,2.37,19,0,2,5,1,1,6,0.51,585,30,119,286,193,42,585,29,12,41.4,14,48.3,280,1667,901,19,22,4,27,21,351,59,4,0,0,30,18,4,6,11,17,0,0,0,61,25,31,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Rafael Bauza,es ESP,MF,Espanyol,es La Liga,20.0,2005,5,2,183,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.00,0.04,1,7,3,3,0,0.0,1.48,0.00,0.00,,23.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,46,54,85.2,779,192,0,0.0,0.0,0.0,0,3,1,0,7,52,2,2,1,1,0,0,0,0,0,0,46,5,3,3,1,1,7,57.1,3,3,1,2,0,5,5,0,1,0.49,0,0,1,0,0,0,0,0.00,74,6,22,39,14,1,74,2,1,50.0,1,50.0,37,193,102,1,2,0,1,0,42,3,1,0,0,8,0,0,0,0,3,0,0,0,4,3,2,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,27.0,1997,19,7,680,7.6,2,1,3,2,0,0,0,0,1.7,1.7,0.8,2.6,0.40,0.34,10,25,34,15,5,33.3,1.99,0.66,0.13,0.40,19.2,0,0,0,1.7,1.7,0.12,+0.3,+0.3,244,313,78.0,4389,926,1,0.8,1.1,+0.2,10,22,9,4,25,279,33,2,0,3,19,9,11,8,3,0,244,18,7,11,7,0,16,37.5,10,22,2,20,4,22,13,0,28,3.72,20,3,4,1,0,0,3,0.40,431,18,95,218,126,22,431,24,14,58.3,10,41.7,214,1151,402,10,7,2,17,16,233,34,0,0,0,5,5,0,19,4,7,0,0,0,59,14,8,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,es La Liga,30.0,1995,18,9,837,9.3,2,1,3,2,0,0,1,0,1.7,1.7,2.0,3.7,0.32,0.40,44,23,94,21,12,57.1,2.26,1.29,0.10,0.17,19.3,0,0,0,1.7,1.7,0.08,+0.3,+0.3,170,268,63.4,2924,677,1,2.0,1.7,-1.0,8,6,17,5,23,260,8,0,0,1,55,4,2,0,0,0,170,2,2,0,2,0,2,0.0,2,4,0,4,2,4,8,0,20,2.15,16,0,2,1,1,0,1,0.11,329,7,34,99,201,32,329,9,4,44.4,3,33.3,206,1670,937,44,13,13,16,3,255,94,1,0,0,7,13,9,55,2,2,0,0,0,25,7,14,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Timo Becker,de GER,DF,Holstein Kiel,de Bundesliga,27.0,1997,17,17,1485,16.5,0,2,2,0,0,0,1,0,1.1,1.1,0.8,1.9,0.12,0.12,16,28,27,12,4,33.3,0.73,0.24,0.00,0.00,18.3,1,0,0,1.1,1.1,0.10,-1.1,-1.1,456,595,76.6,8756,3586,2,0.8,0.8,+1.2,5,24,4,2,28,483,112,24,0,10,12,88,0,0,0,0,456,27,18,17,8,2,25,76.0,6,19,13,6,11,38,63,0,16,0.97,12,0,0,3,0,1,6,0.36,772,86,416,279,84,18,772,14,6,42.9,8,57.1,326,1924,926,16,14,1,18,9,380,27,1,0,0,6,5,0,12,11,18,0,0,0,63,20,21,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,28.0,1996,20,20,1782,19.8,2,0,2,2,0,0,5,0,0.7,0.7,0.5,1.1,0.10,0.06,4,47,1,5,2,40.0,0.25,0.10,0.40,1.00,16.0,0,0,0,0.7,0.7,0.13,+1.3,+1.3,1264,1364,92.7,22076,7435,0,0.5,0.8,-0.5,4,63,0,0,47,1291,71,27,0,6,0,0,0,0,0,0,1264,24,12,14,10,0,23,43.5,13,33,27,6,40,64,119,4,14,0.71,13,0,0,1,0,0,0,0.00,1610,285,836,745,36,13,1610,3,3,100.0,0,0.0,834,3020,1445,4,4,1,8,2,1068,1,5,0,0,26,8,0,0,40,12,0,0,0,82,50,30,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Donny van de Beek,nl NED,MF,Girona,es La Liga,27.0,1997,19,14,1197,13.3,2,2,4,2,0,0,4,0,1.2,1.2,3.0,4.2,0.30,0.32,13,38,76,13,3,23.1,0.98,0.23,0.15,0.67,13.7,0,0,0,1.2,1.2,0.09,+0.8,+0.8,315,381,82.7,4520,863,2,3.0,2.8,-1.0,13,20,6,0,38,375,6,0,2,1,9,0,0,0,0,0,315,27,16,16,7,4,23,56.5,10,16,3,13,6,33,9,0,21,1.58,21,0,0,0,0,0,2,0.15,495,10,96,218,187,48,495,11,5,45.5,6,54.5,246,1147,431,13,11,2,12,14,341,76,4,0,0,19,7,3,9,6,16,0,0,0,41,7,8,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Hannes Behrens,de GER,DF,Hoffenheim,de Bundesliga,,,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,1,7,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,16,22,72.7,253,33,0,0.0,0.0,0.0,0,0,0,0,1,21,1,0,0,0,0,1,0,0,0,0,16,1,1,0,1,0,0,,0,1,0,1,2,3,0,0,2,6.21,1,1,0,0,0,0,0,0.00,27,0,2,11,14,2,27,1,1,100.0,0,0.0,13,59,25,0,1,0,2,0,13,7,0,0,0,0,1,0,0,2,1,0,0,0,3,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,34.0,1991,11,0,117,1.3,1,0,1,1,0,0,1,0,1.3,1.3,0.1,1.3,0.77,1.02,2,1,14,6,2,33.3,4.62,1.54,0.17,0.50,11.6,0,0,0,1.3,1.3,0.21,-0.3,-0.3,29,52,55.8,433,85,0,0.1,0.1,-0.1,1,1,0,0,1,49,3,0,0,1,0,1,0,0,0,0,29,1,1,0,1,0,1,0.0,1,0,0,0,0,1,2,0,4,3.08,2,1,0,1,0,0,0,0.00,67,2,7,23,37,11,67,1,0,0.0,1,100.0,22,129,73,2,1,1,3,1,51,14,1,0,0,0,0,0,0,0,1,0,0,0,8,9,9,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Maximilian Beier,de GER,"FW,MF",Dortmund,de Bundesliga,22.0,2002,20,10,998,11.1,4,2,6,4,0,0,2,0,3.4,3.4,1.8,5.1,0.54,0.46,10,20,68,18,6,33.3,1.62,0.54,0.22,0.67,13.3,0,0,0,3.4,3.4,0.19,+0.6,+0.6,172,242,71.1,2155,532,2,1.8,1.0,+0.2,14,9,8,2,20,233,7,0,1,0,6,4,0,0,0,0,172,19,12,6,7,6,25,36.0,16,12,1,11,5,24,10,1,35,3.15,22,0,4,3,2,4,4,0.36,377,13,54,149,178,42,377,34,12,35.3,20,58.8,200,887,386,10,7,3,27,18,244,68,2,0,0,13,9,6,6,5,12,0,0,0,32,13,9,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Ismael Bekhoucha,ma MAR,MF,Getafe,es La Liga,20.0,2004,1,0,1,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,0,0.00,0,0,0,0,0,0,0,0.00,4,1,3,1,0,0,4,0,0,,0,,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Reda Belahyane,ma MAR,MF,Hellas Verona,it Serie A,20.0,2004,22,17,1658,18.4,0,2,2,0,0,0,6,1,0.2,0.2,1.0,1.3,0.11,0.07,22,73,13,6,2,33.3,0.33,0.11,0.00,0.00,23.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,587,701,83.7,8987,2976,2,1.0,0.6,+1.0,16,71,10,0,73,685,15,14,1,3,3,1,0,0,0,0,587,36,26,16,13,7,17,76.5,4,20,9,11,10,46,22,1,41,2.23,34,0,3,1,1,2,3,0.16,884,49,251,526,126,8,884,52,33,63.5,17,32.7,551,3272,1498,22,17,5,34,21,591,13,6,1,1,31,9,0,3,10,26,0,0,0,109,5,15,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,31.0,1994,17,16,1407,15.6,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1.0,0.06,0.06,5,52,14,3,0,0.0,0.19,0.00,0.00,,23.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,585,666,87.8,9482,2612,1,0.9,0.3,+0.1,5,52,3,0,52,643,22,20,0,3,3,2,0,0,0,0,585,45,31,29,13,3,34,61.8,13,20,5,15,25,70,36,1,10,0.64,10,0,0,0,0,0,4,0.26,848,53,259,500,97,5,848,12,3,25.0,7,58.3,445,2045,836,5,12,1,22,7,546,14,1,0,0,14,21,1,3,25,31,0,0,0,66,8,16,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Yassin Belkhdim,fr FRA,"MF,FW",Angers,fr Ligue 1,22.0,2002,18,6,695,7.7,0,0,0,0,0,0,2,0,0.5,0.5,0.3,0.8,0.00,0.10,11,18,17,6,3,50.0,0.78,0.39,0.00,0.00,18.7,0,0,0,0.5,0.5,0.08,-0.5,-0.5,190,225,84.4,2811,754,0,0.3,0.2,-0.3,2,10,2,1,18,223,2,1,1,0,5,1,0,0,0,0,190,32,17,14,12,6,32,43.8,18,13,3,10,12,44,18,0,5,0.65,4,0,0,1,0,0,0,0.00,340,25,122,169,56,9,340,9,1,11.1,7,77.8,173,915,402,11,4,1,19,6,183,17,2,0,0,14,9,0,5,12,17,0,0,0,43,1,6,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,33.0,1991,15,13,1178,13.1,0,1,1,0,0,0,3,0,0.6,0.6,1.0,1.6,0.08,0.12,7,26,4,8,2,25.0,0.61,0.15,0.00,0.00,11.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6,468,589,79.5,9085,3888,1,1.0,0.4,0.0,5,25,0,0,26,565,20,17,0,2,0,1,0,0,0,0,468,18,10,14,4,0,13,61.5,5,14,12,2,24,42,89,0,8,0.61,6,0,0,1,0,1,2,0.15,781,119,433,322,30,24,781,5,1,20.0,3,60.0,339,1534,759,7,1,1,12,3,395,4,3,0,0,21,7,2,0,24,10,0,0,0,55,65,29,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Raoul Bellanova,it ITA,DF,Torino,it Serie A,24.0,2000,1,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.11,4,0,5,1,0,0.0,1.03,0.00,0.00,,8.4,0,0,0,0.0,0.0,0.03,0.0,0.0,31,43,72.1,541,130,0,0.1,0.0,-0.1,1,1,0,0,0,35,7,0,0,0,5,7,0,0,0,0,31,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,1,1.03,1,0,0,0,0,0,0,0.00,51,5,19,19,13,1,51,1,0,0.0,1,100.0,34,228,127,4,3,0,1,0,33,5,0,0,0,1,1,0,5,0,0,0,0,0,4,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,24.0,2000,21,16,1460,16.2,0,6,6,0,0,0,2,0,0.8,0.8,3.1,3.9,0.37,0.24,60,60,126,14,4,28.6,0.86,0.25,0.00,0.00,16.0,0,0,0,0.8,0.8,0.06,-0.8,-0.8,614,790,77.7,9758,2895,6,3.1,2.9,+2.9,23,28,17,14,60,657,131,8,0,1,104,110,13,0,13,0,614,14,9,3,9,2,12,58.3,5,8,3,5,14,28,20,0,38,2.34,32,5,0,0,1,0,8,0.49,923,29,201,353,380,27,923,33,12,36.4,17,51.5,534,3430,1820,60,32,3,19,7,593,126,2,0,0,7,29,0,104,14,9,0,0,0,71,15,13,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,eng Premier League,26.0,1998,22,11,947,10.5,2,2,4,2,0,0,3,0,0.9,0.9,1.0,1.9,0.38,0.18,25,22,48,13,3,23.1,1.24,0.29,0.15,0.67,21.3,1,0,0,0.9,0.9,0.07,+1.1,+1.1,234,290,80.7,3791,739,2,1.0,1.0,+1.0,12,18,7,3,22,281,9,3,2,3,19,2,0,0,0,0,234,18,10,6,9,3,10,70.0,3,14,3,11,10,28,9,1,31,2.95,18,1,3,3,4,2,4,0.38,420,17,82,177,170,27,420,38,7,18.4,20,52.6,264,1714,772,25,19,7,16,15,287,48,3,0,0,19,23,1,19,10,10,0,0,0,34,3,13,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Héctor Bellerín,es ESP,DF,Betis,es La Liga,29.0,1995,7,6,524,5.8,0,1,1,0,0,0,1,0,0.2,0.2,2.0,2.2,0.17,0.38,3,24,20,1,1,100.0,0.17,0.17,0.00,0.00,14.6,0,0,0,0.2,0.2,0.20,-0.2,-0.2,248,304,81.6,3882,1457,1,2.0,2.1,-1.0,7,14,4,2,24,257,47,6,2,0,10,41,0,0,0,0,248,12,7,6,4,2,16,56.3,7,4,3,1,6,18,18,0,11,1.89,10,0,1,0,0,0,1,0.17,354,22,110,176,69,10,354,8,6,75.0,2,25.0,196,695,326,3,4,0,5,1,225,20,1,0,0,6,0,0,10,6,7,0,0,0,11,6,7,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,21.0,2003,19,19,1590,17.7,7,6,13,6,1,2,3,0,7.8,6.3,2.6,8.8,0.68,0.59,52,130,92,39,14,35.9,2.21,0.79,0.15,0.43,17.1,0,1,2,7.8,6.3,0.16,-0.8,-0.3,899,1041,86.4,14197,3107,6,2.6,2.1,+3.4,25,90,19,0,130,1001,32,15,11,11,10,8,1,0,0,0,899,35,21,14,15,6,22,63.6,8,24,2,22,17,52,14,0,62,3.51,47,1,4,5,3,2,9,0.51,1243,17,167,620,467,66,1241,42,23,54.8,16,38.1,773,3808,1873,52,36,9,33,22,1023,92,3,0,0,20,43,4,10,17,21,1,0,0,61,17,16,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Jeanuël Belocian,fr FRA,"DF,MF",Leverkusen,de Bundesliga,19.0,2005,5,1,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,3,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,34,40,85.0,418,130,0,0.0,0.1,0.0,0,2,0,0,3,35,5,1,0,0,0,4,0,0,0,0,34,1,1,1,0,0,1,100.0,0,0,0,0,0,1,2,0,1,1.34,0,0,0,0,1,0,0,0.00,44,2,9,20,15,1,44,1,1,100.0,0,0.0,16,89,39,0,2,0,2,0,32,1,1,0,0,1,4,0,0,0,1,0,0,0,2,1,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Andrea Belotti,it ITA,FW,Como,it Serie A,31.0,1993,18,7,593,6.6,2,0,2,2,0,0,1,0,2.5,2.5,0.4,2.8,0.30,0.43,9,9,33,19,3,15.8,2.88,0.46,0.11,0.67,12.7,0,0,0,2.5,2.5,0.13,-0.5,-0.5,90,120,75.0,1072,178,0,0.4,0.1,-0.4,7,5,1,0,9,108,12,0,1,0,5,0,0,0,0,0,90,7,5,1,4,2,4,25.0,3,4,0,4,1,8,8,0,14,2.13,9,0,0,3,2,0,0,0.00,185,7,23,82,82,28,185,6,2,33.3,2,33.3,106,477,203,9,5,3,10,10,131,33,1,0,0,9,19,5,5,1,5,0,0,0,17,18,26,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,26.0,1999,19,18,1453,16.1,2,0,2,2,0,0,2,0,0.5,0.5,1.0,1.5,0.12,0.09,13,87,15,12,2,16.7,0.74,0.12,0.17,1.00,24.6,0,0,0,0.5,0.5,0.04,+1.5,+1.5,781,884,88.3,13641,4045,0,1.0,0.8,-1.0,8,82,5,1,87,850,31,30,3,10,2,1,0,0,0,0,781,28,19,15,10,3,33,39.4,20,20,4,16,15,43,22,3,22,1.36,19,0,1,2,0,0,2,0.12,1024,34,234,661,130,7,1024,12,6,50.0,5,41.7,549,2598,1179,13,14,1,15,15,716,15,2,0,0,19,6,0,2,15,19,0,1,0,68,15,18,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Lucas Beltrán,ar ARG,"MF,FW",Fiorentina,it Serie A,23.0,2001,19,13,1176,13.1,4,4,8,2,2,2,2,0,3.9,2.4,1.6,4.0,0.46,0.42,17,46,53,18,4,22.2,1.38,0.31,0.11,0.50,16.8,0,2,2,3.9,2.4,0.13,+0.1,-0.4,311,389,79.9,4815,1081,4,1.6,1.4,+2.4,21,29,13,3,46,367,19,1,3,3,5,4,0,0,0,0,311,16,8,7,5,4,16,31.3,11,13,2,11,3,19,10,0,44,3.37,40,0,0,1,2,1,8,0.61,510,8,60,270,186,34,508,22,11,50.0,11,50.0,297,1521,601,17,14,4,23,16,371,53,2,0,0,16,24,2,5,3,8,1,0,0,40,17,28,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,19.0,2005,21,14,1254,13.9,5,3,8,3,2,2,0,0,4.6,3.2,3.9,7.0,0.43,0.61,58,84,131,44,16,36.4,3.16,1.15,0.07,0.19,21.5,3,2,2,4.6,3.2,0.07,+0.4,-0.2,506,657,77.0,6871,2021,3,3.9,2.9,-0.9,23,48,32,2,84,613,42,9,8,2,29,6,19,9,5,0,506,22,18,7,10,5,22,59.1,9,13,0,13,7,29,1,0,58,4.16,44,3,1,7,3,0,6,0.43,876,1,64,375,450,48,874,74,24,32.4,44,59.5,598,3883,2050,58,63,18,49,24,698,131,0,0,0,22,48,2,29,7,18,0,0,0,60,8,16,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,26.0,1998,9,5,316,3.5,1,1,2,1,0,0,2,0,0.1,0.1,0.6,0.7,0.57,0.21,3,16,3,3,1,33.3,0.85,0.28,0.33,1.00,25.1,0,0,0,0.1,0.1,0.04,+0.9,+0.9,106,144,73.6,2048,635,1,0.6,0.3,+0.4,2,16,2,0,16,140,3,1,1,0,1,1,0,0,0,0,106,6,4,3,2,1,3,0.0,3,3,1,2,8,14,5,1,9,2.57,7,0,1,0,0,1,3,0.86,170,8,37,109,28,1,170,4,3,75.0,1,25.0,101,479,219,3,1,1,0,0,105,3,2,0,0,9,3,0,1,8,4,0,0,0,19,6,4,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Adrian Benedyczak,pl POL,"FW,MF",Parma,it Serie A,24.0,2000,8,2,197,2.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0.00,0.12,3,3,11,3,0,0.0,1.37,0.00,0.00,,18.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3,32,49,65.3,521,112,0,0.0,0.0,0.0,1,2,0,0,3,48,1,1,0,1,1,0,0,0,0,0,32,0,0,0,0,0,1,0.0,1,3,1,2,0,0,8,0,3,1.36,3,0,0,0,0,0,0,0.00,74,7,16,33,25,4,74,1,0,0.0,1,100.0,40,167,80,3,2,0,5,3,55,11,0,0,0,3,5,1,1,0,0,0,0,0,3,9,11,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,László Bénes,sk SVK,"MF,FW",Union Berlin,de Bundesliga,27.0,1997,13,2,379,4.2,1,1,2,1,0,0,4,0,0.5,0.5,0.7,1.3,0.47,0.30,2,19,24,11,6,54.5,2.61,1.42,0.09,0.17,23.2,1,0,0,0.5,0.5,0.05,+0.5,+0.5,155,221,70.1,2818,1052,1,0.7,1.0,+0.3,14,16,10,6,19,180,40,19,1,0,35,3,17,6,11,0,155,1,1,0,1,0,1,0.0,1,3,1,2,2,3,4,0,23,5.46,13,9,0,1,0,0,1,0.24,265,0,33,122,112,5,265,3,1,33.3,2,66.7,133,482,199,2,3,1,5,3,165,24,4,0,0,7,2,1,35,2,1,0,0,0,19,4,8,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Iker Benito,es ESP,"FW,MF",Osasuna,es La Liga,22.0,2002,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.09,2,0,4,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,9,13,69.2,128,7,0,0.0,0.0,0.0,1,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,1,0.0,1,0,0,0,1,1,2,0,1,2.43,1,0,0,0,0,0,0,0.00,18,1,4,11,4,0,18,1,0,0.0,1,100.0,8,60,25,2,1,0,1,0,13,4,0,0,0,1,1,0,2,1,0,0,0,0,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,27.0,1997,6,4,300,3.3,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,0.00,0.07,8,23,12,3,2,66.7,0.90,0.60,0.00,0.00,31.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,197,221,89.1,3629,937,0,0.1,0.3,-0.1,4,22,4,1,23,210,11,7,0,5,6,1,3,2,0,0,197,5,4,1,3,1,7,14.3,6,5,3,2,3,8,1,0,12,3.60,9,2,1,0,0,0,1,0.30,249,7,48,151,50,1,249,10,9,90.0,1,10.0,156,971,406,8,4,0,3,3,199,12,2,0,0,5,5,0,6,3,4,0,0,0,17,3,1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Ismaël Bennacer,dz ALG,MF,Marseille,fr Ligue 1,27.0,1997,1,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.00,0.75,1,13,2,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,107,110,97.3,1634,474,0,0.5,0.5,-0.5,3,12,3,1,13,104,6,1,0,0,6,0,5,4,1,0,107,4,2,2,2,0,3,100.0,0,1,0,1,1,5,0,0,4,5.63,3,1,0,0,0,0,0,0.00,119,0,4,80,35,0,119,0,0,,0,,66,269,110,1,3,0,2,0,94,2,0,0,0,1,0,0,6,1,2,0,0,0,9,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,29.0,1995,13,9,735,8.2,1,3,4,1,0,0,0,0,2.0,2.0,2.1,4.0,0.49,0.49,41,32,109,17,4,23.5,2.08,0.49,0.06,0.25,20.2,1,0,0,2.0,2.0,0.12,-1.0,-1.0,258,358,72.1,3787,1234,3,2.1,2.7,+0.9,14,21,19,3,32,334,20,6,1,2,43,2,12,4,6,0,258,9,5,4,4,1,10,30.0,7,6,0,6,3,12,2,0,27,3.31,17,7,3,0,0,0,6,0.74,447,2,44,169,240,34,447,29,8,27.6,20,69.0,286,1930,956,41,20,15,15,11,346,109,0,0,0,6,6,6,43,3,5,0,0,0,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
