Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
2395,Kenny Tete,nl NED,DF,Fulham,eng Premier League,29.0,1995,15,15,1262,14.0,0,2,2,0,0,0,3,0,1.0,1.0,0.7,1.8,0.14,0.13,33,42,39,18,2,11.1,1.28,0.14,0.00,0.00,16.4,0,0,0,1.0,1.0,0.06,-1.0,-1.0,576,706,81.6,9210,3032,2,0.7,0.5,+1.3,5,53,6,4,42,585,118,3,1,2,19,115,0,0,0,0,576,41,27,20,12,9,28,60.7,11,19,6,13,28,69,36,0,23,1.64,16,0,2,3,2,0,3,0.21,879,48,271,382,232,26,879,16,7,43.8,4,25.0,459,2287,1114,33,17,7,16,10,511,39,3,0,0,23,12,0,19,28,27,0,0,0,49,15,11,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,Teddy Teuma,mt MLT,MF,Reims,fr Ligue 1,31.0,1993,13,6,537,6.0,1,0,1,0,1,1,1,0,1.4,0.6,1.0,1.6,0.00,0.40,5,29,29,11,2,18.2,1.84,0.34,0.00,0.00,24.5,2,1,1,1.4,0.6,0.05,-0.4,-0.6,349,442,79.0,5657,1515,0,1.0,1.2,-1.0,12,27,8,4,29,381,58,21,1,7,35,8,19,13,4,0,349,12,6,1,5,6,19,31.6,13,10,1,9,8,20,5,0,25,4.20,18,3,1,2,1,0,0,0.00,512,10,89,259,165,11,511,9,2,22.2,7,77.8,250,944,420,5,4,0,6,10,359,29,1,0,0,10,5,0,35,8,6,0,0,0,26,3,3,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,Jordan Teze,nl NED,DF,Monaco,fr Ligue 1,25.0,1999,12,5,377,4.2,1,0,1,1,0,0,2,1,1.2,1.2,1.0,2.2,0.24,0.52,6,19,34,4,1,25.0,0.95,0.24,0.25,1.00,10.8,0,0,0,1.2,1.2,0.30,-0.2,-0.2,186,224,83.0,2956,1086,0,1.0,1.2,-1.0,8,18,6,0,19,183,41,2,1,1,4,39,0,0,0,0,186,15,7,6,8,1,11,36.4,7,11,1,10,3,18,8,0,14,3.34,14,0,0,0,0,0,0,0.00,276,8,59,135,87,13,276,9,4,44.4,4,44.4,127,594,338,6,9,2,6,3,153,34,2,1,0,10,2,1,4,3,7,0,0,0,20,6,5,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,Florian Thauvin,fr FRA,"FW,MF",Udinese,it Serie A,32.0,1993,21,20,1614,17.9,5,3,8,5,0,2,0,0,5.0,3.3,3.3,6.6,0.45,0.46,77,79,118,35,15,42.9,1.95,0.84,0.14,0.33,18.4,2,0,2,5.0,3.3,0.10,0.0,+1.7,453,680,66.6,8166,2898,3,3.3,4.2,-0.3,33,48,38,18,79,577,98,29,3,12,143,6,46,18,21,0,453,19,13,8,8,3,21,42.9,12,5,0,5,6,25,8,0,68,3.79,48,12,2,3,2,1,8,0.45,874,6,92,363,429,60,872,71,29,40.8,38,53.5,554,4158,1956,77,46,27,49,30,643,118,0,0,0,8,21,3,143,6,13,0,0,0,59,4,9,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,Arthur Theate,be BEL,DF,Eint Frankfurt,de Bundesliga,24.0,2000,20,20,1763,19.6,0,0,0,0,0,0,5,1,1.3,1.3,0.6,1.9,0.00,0.10,33,102,17,26,6,23.1,1.33,0.31,0.00,0.00,20.0,0,0,0,1.3,1.3,0.05,-1.3,-1.3,1019,1215,83.9,18135,6977,0,0.6,0.7,-0.6,8,106,12,1,102,1109,102,24,4,8,11,59,0,0,0,0,1019,27,18,14,12,1,29,48.3,15,32,15,17,29,56,105,3,29,1.48,19,1,0,5,2,2,5,0.26,1460,150,613,715,145,22,1460,8,6,75.0,2,25.0,872,4150,2209,33,26,1,14,6,950,17,5,1,1,9,15,0,11,29,18,0,0,0,87,32,29,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,Norman Theuerkauf,de GER,MF,Heidenheim,de Bundesliga,38.0,1987,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.14,0,2,0,1,0,0.0,4.09,0.00,0.00,,9.1,0,0,0,0.0,0.0,0.03,0.0,0.0,17,20,85.0,298,71,0,0.0,0.0,0.0,0,2,0,0,2,17,3,1,0,0,0,2,0,0,0,0,17,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,4.09,1,0,0,0,0,0,0,0.00,21,0,4,14,3,1,21,0,0,,0,,8,18,10,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2401,Thiago,br BRA,FW,Brentford,eng Premier League,23.0,2001,4,1,132,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.00,0.11,3,2,4,1,0,0.0,0.68,0.00,0.00,,14.7,0,0,0,0.1,0.1,0.10,-0.1,-0.1,28,39,71.8,428,56,0,0.1,0.0,-0.1,2,1,1,0,2,38,1,0,0,0,1,0,0,0,0,0,28,2,2,1,0,1,1,0.0,1,0,0,0,2,4,2,1,2,1.36,1,0,0,0,0,1,0,0.00,56,6,11,23,23,2,56,3,2,66.7,1,33.3,34,119,42,3,2,1,5,1,35,4,0,0,0,3,3,1,1,2,2,0,0,0,9,4,3,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,Malick Thiaw,de GER,DF,Milan,it Serie A,23.0,2001,14,13,1168,13.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0.00,0.02,6,56,0,2,0,0.0,0.15,0.00,0.00,,7.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,790,842,93.8,15389,5314,0,0.1,0.1,-0.1,3,50,0,0,56,805,33,17,2,5,2,2,0,0,0,0,790,13,9,7,4,2,6,66.7,2,9,7,2,10,23,48,0,16,1.23,15,0,0,1,0,0,1,0.08,943,100,448,461,36,9,943,3,2,66.7,1,33.3,581,2741,1361,6,8,0,3,0,684,0,1,0,0,17,2,0,2,10,9,0,0,1,38,32,21,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,Denis Thomalla,de GER,MF,Heidenheim,de Bundesliga,32.0,1992,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1,1,100.0,22,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,1,0,0,1,0,0,1,0,0,,0,,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,23.0,2001,2,2,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.04,1,7,5,1,0,0.0,0.50,0.00,0.00,,21.5,0,0,0,0.0,0.0,0.02,0.0,0.0,85,109,78.0,1261,407,0,0.1,0.1,-0.1,1,7,1,0,7,90,18,2,0,0,3,15,1,1,0,0,85,5,5,5,0,0,5,60.0,2,4,1,3,2,7,3,0,1,0.50,1,0,0,0,0,0,0,0.00,130,6,58,51,21,4,130,0,0,,0,,61,159,79,1,0,1,1,0,66,5,0,0,0,0,1,0,3,2,5,0,0,0,7,2,3,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,Sorba Thomas,wls WAL,"FW,MF",Nantes,fr Ligue 1,25.0,1999,16,9,839,9.3,1,2,3,1,0,0,1,0,1.3,1.3,2.4,3.6,0.32,0.39,32,28,68,7,1,14.3,0.75,0.11,0.14,1.00,18.4,0,0,0,1.3,1.3,0.18,-0.3,-0.3,235,356,66.0,4006,1446,2,2.4,1.8,-0.4,26,22,20,14,28,303,52,13,0,1,83,6,33,12,15,0,235,8,4,3,4,1,10,50.0,5,8,0,8,2,10,13,1,41,4.40,31,10,0,0,0,0,5,0.54,431,11,51,176,214,16,431,19,7,36.8,11,57.9,244,1462,726,32,21,5,17,16,295,68,1,0,0,7,12,2,83,2,4,0,0,0,41,3,12,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,31.0,1993,21,21,1678,18.6,2,3,5,2,0,0,4,0,3.3,3.3,4.4,7.7,0.27,0.42,16,94,79,23,5,21.7,1.23,0.27,0.09,0.40,14.5,0,0,0,3.3,3.3,0.15,-1.3,-1.3,797,990,80.5,12310,3216,3,4.4,3.1,-1.4,32,58,22,4,94,935,51,23,2,4,46,4,24,8,13,0,797,62,35,27,20,15,67,55.2,30,30,3,27,15,77,23,1,63,3.38,46,9,0,4,2,2,4,0.21,1242,36,202,635,411,61,1242,39,15,38.5,22,56.4,630,2481,1055,16,18,5,40,25,802,79,4,0,0,34,29,6,46,15,35,0,1,0,143,14,26,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,Morten Thorsby,no NOR,MF,Genoa,it Serie A,28.0,1996,23,18,1539,17.1,0,1,1,0,0,0,4,0,2.2,2.2,1.5,3.7,0.06,0.22,20,52,55,11,3,27.3,0.64,0.18,0.00,0.00,12.9,0,0,0,2.2,2.2,0.20,-2.2,-2.2,280,417,67.1,3673,1477,1,1.5,0.9,-0.5,22,41,9,0,52,415,0,0,3,0,8,0,0,0,0,0,280,36,28,17,13,6,21,52.4,10,19,1,18,4,40,21,0,46,2.69,40,0,0,3,2,1,2,0.12,588,24,120,287,187,49,588,16,7,43.8,9,56.3,222,1185,560,20,13,5,37,27,366,55,4,0,0,46,12,8,8,4,28,0,2,1,42,87,81,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,Khéphren Thuram,fr FRA,MF,Juventus,it Serie A,23.0,2001,22,14,1275,14.2,2,4,6,2,0,0,2,0,2.6,2.6,2.8,5.5,0.42,0.39,45,63,31,21,4,19.0,1.48,0.28,0.10,0.50,17.2,0,0,0,2.6,2.6,0.13,-0.6,-0.6,690,780,88.5,10882,2569,4,2.8,0.9,+1.2,16,65,7,0,63,764,13,10,3,1,7,3,0,0,0,0,690,22,9,7,15,0,18,66.7,6,12,4,8,7,29,26,0,33,2.33,27,0,2,4,0,0,6,0.42,929,48,205,548,185,28,929,40,23,57.5,15,37.5,608,3866,2119,45,33,9,18,12,721,31,2,0,0,17,15,0,7,7,9,0,0,0,57,16,13,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2409,Marcus Thuram,fr FRA,FW,Inter,it Serie A,27.0,1997,23,21,1766,19.6,13,4,17,13,0,0,1,0,7.7,7.7,3.3,11.0,0.87,0.56,46,44,139,49,25,51.0,2.50,1.27,0.27,0.52,12.7,0,0,0,7.7,7.7,0.16,+5.3,+5.3,308,430,71.6,4082,911,4,3.3,3.3,+0.7,30,18,22,3,44,404,24,0,4,1,12,0,0,0,0,0,308,15,9,4,5,6,12,25.0,9,14,3,11,3,18,12,0,70,3.57,50,0,6,5,8,1,14,0.71,637,17,49,250,347,125,637,42,19,45.2,19,45.2,346,2442,1124,46,25,27,41,23,464,139,1,0,0,24,31,10,12,3,9,2,0,0,56,35,23,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,Youri Tielemans,be BEL,MF,Aston Villa,eng Premier League,27.0,1997,24,24,2041,22.7,1,4,5,1,0,1,4,0,2.2,1.4,4.5,5.9,0.22,0.30,27,153,27,22,5,22.7,0.97,0.22,0.05,0.20,22.3,0,0,1,2.2,1.4,0.06,-1.2,-0.4,1097,1349,81.3,18710,6694,4,4.5,4.3,-0.5,43,147,27,3,153,1203,139,62,17,5,95,2,67,52,5,1,1097,57,40,22,31,4,50,46.0,27,23,8,15,18,75,27,3,78,3.44,46,26,2,2,1,1,7,0.31,1559,58,320,890,366,24,1558,41,21,51.2,13,31.7,828,3502,1627,27,15,7,24,19,1085,27,4,0,0,32,39,0,95,18,40,0,0,0,97,14,16,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,Kieran Tierney,sct SCO,"FW,DF",Arsenal,eng Premier League,27.0,1997,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0.00,1.50,1,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,4,6,66.7,37,7,0,0.3,0.2,-0.3,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,5.00,1,0,0,0,0,0,0,0.00,7,0,0,3,4,1,7,0,0,,0,,2,22,18,1,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,Phillip Tietz,de GER,FW,Augsburg,de Bundesliga,27.0,1997,21,13,1118,12.4,5,1,6,4,1,1,3,0,3.6,2.8,0.8,3.6,0.40,0.36,5,19,76,27,8,29.6,2.17,0.64,0.15,0.50,16.2,1,1,1,3.6,2.8,0.11,+1.4,+1.2,192,308,62.3,2532,440,1,0.8,0.9,+0.2,17,13,5,1,19,297,10,0,1,0,1,0,1,0,0,0,192,10,5,2,6,2,8,62.5,3,6,1,5,3,13,19,0,31,2.50,23,1,2,4,1,0,3,0.24,433,18,47,194,196,51,432,22,10,45.5,11,50.0,217,778,214,5,7,2,27,13,319,76,3,0,0,23,8,13,1,3,5,0,0,0,31,46,57,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,23.0,2001,21,20,1755,19.5,1,1,2,1,0,0,7,0,0.7,0.7,0.7,1.4,0.10,0.07,32,87,62,12,3,25.0,0.62,0.15,0.08,0.33,15.3,0,0,0,0.7,0.7,0.06,+0.3,+0.3,802,943,85.0,11577,3361,1,0.7,1.0,+0.3,14,68,10,2,87,794,146,13,1,0,19,133,0,0,0,0,802,38,24,7,22,9,19,57.9,8,14,4,10,14,52,33,1,39,2.00,34,1,2,0,1,1,4,0.21,1137,42,217,583,342,45,1137,39,17,43.6,18,46.2,601,2628,1333,32,16,5,19,16,697,62,7,0,0,24,18,5,19,14,24,0,0,0,71,11,16,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414,Jean-Clair Todibo,fr FRA,DF,West Ham,eng Premier League,25.0,1999,15,8,866,9.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,0.01,3,17,1,2,0,0.0,0.21,0.00,0.00,,12.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,412,465,88.6,7717,2698,0,0.0,0.0,0.0,2,15,0,0,17,446,16,14,0,1,1,2,0,0,0,0,412,22,15,17,5,0,17,82.4,3,15,8,7,11,33,47,3,4,0.42,3,0,0,0,0,1,0,0.00,571,103,339,222,15,6,571,10,6,60.0,4,40.0,327,1484,785,3,3,0,4,6,375,1,0,0,0,6,3,0,1,11,15,0,0,0,41,15,14,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,Harry Toffolo,eng ENG,DF,Nott'ham Forest,eng Premier League,29.0,1995,3,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.03,0,2,4,1,0,0.0,1.91,0.00,0.00,,28.5,0,0,0,0.0,0.0,0.02,0.0,0.0,25,34,73.5,338,192,0,0.0,0.0,0.0,0,1,0,0,2,23,11,0,0,0,3,10,1,1,0,0,25,2,0,1,0,1,0,,0,0,0,0,1,3,7,0,0,0.00,0,0,0,0,0,0,0,0.00,44,3,13,10,21,2,44,0,0,,0,,10,21,11,0,0,0,0,0,18,4,0,0,0,0,0,0,3,1,0,0,0,0,2,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2416,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,20.0,2004,8,2,288,3.2,0,1,1,0,0,0,2,0,0.1,0.1,0.2,0.3,0.31,0.09,1,11,4,3,1,33.3,0.94,0.31,0.00,0.00,26.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,92,110,83.6,1320,332,1,0.2,0.1,+0.8,2,8,0,0,11,102,8,5,0,0,6,0,3,2,1,0,92,9,5,3,5,1,7,71.4,2,2,0,2,3,12,6,0,3,0.93,1,1,0,1,0,0,1,0.31,140,7,39,74,27,0,140,5,3,60.0,2,40.0,75,248,112,1,1,0,2,6,86,4,2,0,0,4,4,0,6,3,5,0,0,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,30.0,1994,20,16,1430,15.9,3,2,5,3,0,0,2,0,3.3,3.3,4.3,7.6,0.31,0.48,12,103,84,36,12,33.3,2.27,0.76,0.08,0.25,16.6,0,0,0,3.3,3.3,0.09,-0.3,-0.3,733,876,83.7,11007,3229,2,4.3,3.1,-2.3,22,78,25,2,103,839,33,17,3,8,16,16,0,0,0,0,733,37,16,17,14,6,40,47.5,21,28,5,23,12,49,28,1,61,3.84,54,0,1,5,1,0,9,0.57,1085,44,177,558,363,67,1085,11,5,45.5,6,54.5,549,2366,914,12,19,2,23,9,778,84,2,0,0,28,30,5,16,12,16,0,1,0,77,37,45,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418,John Tolkin,us USA,"DF,FW",Holstein Kiel,de Bundesliga,22.0,2002,3,2,183,2.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,0.49,0.10,4,3,5,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,56,82,68.3,972,429,1,0.2,0.3,+0.8,2,4,2,0,3,67,15,4,1,0,7,9,2,2,0,0,56,2,0,2,0,0,3,66.7,1,2,1,1,1,3,12,0,6,2.95,3,2,0,0,1,0,1,0.49,106,7,47,36,23,3,106,0,0,,0,,33,159,97,4,0,0,2,0,50,5,0,0,0,0,3,0,7,1,0,0,0,0,4,1,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,34.0,1990,5,1,220,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.00,0.08,2,12,4,1,0,0.0,0.41,0.00,0.00,,27.1,0,0,0,0.0,0.0,0.03,0.0,0.0,137,153,89.5,2206,716,0,0.2,0.4,-0.2,2,10,1,0,12,146,6,5,0,1,2,1,0,0,0,0,137,7,3,3,3,1,6,33.3,4,3,0,3,4,11,3,0,5,2.05,4,0,0,0,0,1,0,0.00,171,6,55,91,27,1,171,1,1,100.0,0,0.0,97,372,218,2,5,0,3,2,116,4,0,0,0,3,1,0,2,4,3,0,0,0,17,5,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2420,Tiago Tomás,pt POR,"FW,MF",Wolfsburg,de Bundesliga,22.0,2002,20,17,1364,15.2,5,1,6,5,0,0,5,0,3.9,3.9,2.4,6.3,0.40,0.41,27,41,90,29,15,51.7,1.91,0.99,0.17,0.33,16.2,0,0,0,3.9,3.9,0.14,+1.1,+1.1,231,338,68.3,3510,1164,1,2.4,1.4,-1.4,18,28,11,1,41,336,1,0,5,2,16,0,0,0,0,0,231,23,15,9,7,7,24,37.5,15,12,4,8,6,29,11,0,44,2.90,30,0,4,5,4,1,7,0.46,555,10,73,246,245,59,555,59,20,33.9,33,55.9,354,1855,744,27,14,13,41,22,404,90,5,0,0,25,38,4,16,6,15,1,0,0,56,7,24,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,26.0,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.00,2.37,0,1,0,1,0,0.0,12.86,0.00,0.00,,1.2,0,0,0,0.2,0.2,0.18,-0.2,-0.2,3,4,75.0,42,10,0,0.0,0.0,0.0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,12.86,1,0,0,0,0,0,0,0.00,7,1,4,1,2,1,7,0,0,,0,,1,7,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,27.0,1997,14,11,970,10.8,0,0,0,0,0,0,3,1,0.1,0.1,0.1,0.2,0.00,0.02,6,41,1,2,0,0.0,0.19,0.00,0.00,,12.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,639,691,92.5,11046,4317,0,0.1,0.2,-0.1,5,34,2,1,41,650,39,25,0,2,2,3,0,0,0,0,639,22,16,11,10,1,12,58.3,5,9,7,2,11,33,36,0,14,1.30,13,0,0,0,0,1,2,0.19,779,68,365,393,24,5,779,0,0,,0,,464,2173,1243,6,7,0,2,2,545,1,3,1,1,7,5,0,2,11,16,0,0,0,42,21,18,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2423,Sandro Tonali,it ITA,MF,Newcastle Utd,eng Premier League,24.0,2000,22,15,1461,16.2,1,1,2,1,0,0,5,0,3.1,3.1,0.6,3.7,0.12,0.23,23,70,34,22,7,31.8,1.36,0.43,0.05,0.14,17.9,2,0,0,3.1,3.1,0.14,-2.1,-2.1,695,840,82.7,10615,2868,1,0.6,1.1,+0.4,9,61,13,2,70,810,26,15,5,3,24,4,7,5,1,0,695,31,20,12,16,3,28,42.9,16,20,9,11,22,53,17,1,39,2.40,26,1,2,3,4,3,5,0.31,998,33,227,570,220,28,998,19,9,47.4,7,36.8,567,3021,1295,23,24,3,18,19,698,34,5,0,0,25,32,2,24,22,20,1,0,0,104,8,8,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424,Pablo Torre,es ESP,"MF,FW",Barcelona,es La Liga,21.0,2003,8,4,261,2.9,3,1,4,3,0,0,0,0,0.3,0.3,0.5,0.8,1.38,0.28,5,15,15,4,4,100.0,1.38,1.38,0.75,0.75,24.0,1,0,0,0.3,0.3,0.07,+2.7,+2.7,138,170,81.2,2032,493,1,0.5,0.9,+0.5,5,10,4,1,15,155,14,4,1,0,9,0,8,6,0,0,138,5,4,1,3,1,3,66.7,1,0,0,0,1,6,4,1,13,4.50,11,1,0,0,1,0,2,0.69,195,4,20,90,86,7,195,6,2,33.3,3,50.0,103,426,170,5,7,0,4,5,152,15,0,0,0,4,7,1,9,1,4,0,0,0,10,1,6,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,David Torres,es ESP,DF,Valladolid,es La Liga,21.0,2003,14,11,1093,12.1,0,0,0,0,0,0,4,0,0.1,0.1,0.0,0.1,0.00,0.01,10,28,3,2,1,50.0,0.16,0.08,0.00,0.00,11.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,432,521,82.9,8143,3455,0,0.0,0.1,0.0,1,19,1,1,28,463,56,13,0,3,2,9,0,0,0,0,432,8,5,7,1,0,7,57.1,3,16,15,1,8,16,58,0,2,0.16,2,0,0,0,0,0,0,0.00,624,117,395,217,15,4,624,1,0,0.0,1,100.0,320,1833,1174,10,3,0,1,2,383,3,4,0,0,11,2,0,2,8,5,0,0,1,19,15,20,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2426,Ferrán Torres,es ESP,"FW,MF",Barcelona,es La Liga,24.0,2000,16,7,641,7.1,4,2,6,4,0,0,0,1,3.6,3.6,1.4,5.0,0.84,0.70,15,20,57,23,12,52.2,3.23,1.68,0.17,0.33,15.2,0,0,0,3.6,3.6,0.16,+0.4,+0.4,143,200,71.5,1780,462,2,1.4,1.0,+0.6,9,11,9,1,20,184,15,3,1,2,13,0,6,2,0,0,143,5,3,1,2,2,3,33.3,2,7,1,6,1,6,2,0,18,2.53,12,2,3,0,1,0,2,0.28,275,2,19,86,171,41,275,14,9,64.3,4,28.6,155,766,341,15,7,8,15,6,219,57,0,1,0,3,5,5,13,1,3,0,0,0,16,2,4,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,Pau Torres,es ESP,DF,Aston Villa,eng Premier League,28.0,1997,18,18,1549,17.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,0.00,0.03,31,70,4,8,2,25.0,0.46,0.12,0.00,0.00,11.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,936,1062,88.1,16190,6187,0,0.0,0.3,0.0,1,90,7,0,70,965,94,55,4,8,1,3,0,0,0,0,936,18,13,11,6,1,14,64.3,5,13,9,4,6,24,49,2,11,0.64,8,0,0,3,0,0,2,0.12,1165,176,542,555,74,13,1165,14,13,92.9,1,7.1,734,4934,3293,31,19,0,3,3,836,4,1,0,0,6,6,0,1,6,13,0,0,0,52,14,21,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,Lucas Torró,es ESP,MF,Osasuna,es La Liga,30.0,1994,20,20,1710,19.0,3,0,3,3,0,0,7,0,1.1,1.1,0.4,1.5,0.16,0.08,5,64,22,13,5,38.5,0.68,0.26,0.23,0.60,18.4,0,0,0,1.1,1.1,0.08,+1.9,+1.9,612,814,75.2,10439,3206,0,0.4,0.5,-0.4,4,69,3,0,64,798,13,13,0,16,1,0,0,0,0,0,612,44,26,14,27,3,43,48.8,22,26,5,21,29,73,39,3,19,1.00,15,0,0,3,1,0,2,0.11,1022,62,289,619,127,24,1022,6,4,66.7,2,33.3,406,1565,509,5,8,0,27,18,572,22,7,0,0,49,25,1,1,29,26,0,1,0,118,92,32,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
